nomopera;ndias;v_codigbus;v_edad;ndias_ant;ndias_ant_area;ndias_ant_tipo;capacidad;marca;modelo;potencia;tipo;subtipo
Nodriza;2;E669;3;20;20;1040;5;FORD;MONDEO BA7;;TURISMO;
Frenos 1º eje;2;I708;11;35;35;207;59;SCANIA;TOURING III;294;Discrecional;Normal
Frenos 2º eje;2;I708;11;35;35;55;59;SCANIA;TOURING III;294;Discrecional;Normal
Probar vehiculo;2;T297;13;3;3;119;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Fallo en EDC;2;T298;13;3;3;70;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Alineado de direccion;1;B178;3;21;21;902;13;FORD;TRANSIT;114;Discrecional;Microbus
Fallo en EDC;2;20052;0;-100;-100;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Nevera;2;T309;6;4;17;1112;53;MAN;i6 15.37;353;Discrecional;Normal
Entrada de agua;2;J289;14;6;6;6;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Molduras;2;T341;3;17;17;493;59;MAN;LION'S COACH C;338;Discrecional;Normal
Reparar pinchazo;1;B176;3;84;126;966;67;SCANIA;i6 15.37;331;Discrecional;Normal
Reparar pinchazo;1;B130;15;10;10;39;55;SCANIA;CENTURY;280;Discrecional;Normal
Alineado de direccion;1;JAG0010;17;2;2;-100;55;RENAULT;Pb;317;Discrecional;Normal
Montar/desmontar rueda;1;JAG0010;17;2;42;92;55;RENAULT;Pb;317;Discrecional;Normal
quitar/poner rueda en vehiculo;1;JAG0010;17;2;42;92;55;RENAULT;Pb;317;Discrecional;Normal
Instalaciones electricas;1;JAG0217;14;267;267;709;55;VOLVO;TOURING;309;Discrecional;Normal
Cambiar sensor nivel aceite;1;JAG0010;17;7;7;-100;55;RENAULT;Pb;317;Discrecional;Normal
Baterias;1;ALS0266;6;6;6;-100;59;VOLVO;i6 13.35;345;Discrecional;Normal
Frenos 2Âº eje;1;ALS0266;6;6;6;489;59;VOLVO;i6 13.35;345;Discrecional;Normal
Radiador;1;ACV0105;11;434;434;-100;61;MERCEDES BENZ;CENTURY;315;;Normal
Cambiar manguitos de agua;1;THP0246;10;8;8;-100;55;VOLVO;i6;280;Discrecional;Normal
TURBO;1;20148;7;33;-100;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
PASTILLAS TRASERAS;1;20106;3;118;118;530;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
DISCOS DELANTEROS;1;20106;3;118;118;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
FRENOS 1º EJE;1;F163;15;3;3;381;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FRENOS 2º EJE;1;F163;15;3;3;460;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUGA DE AIRE;1;F124;17;21;53;74;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUGA DE LIQUIDO REFRIGERANTE;1;F215;3;3;3;158;90;CUMMINS;KENT C;220;Urbano;Normal
FUGA DE ACEITE HIDROVENTILADOR;1;61HC;15;18;25;83;55;SCANIA;CENTURY;280;Discrecional;Normal
AMORTIGUADOR DE DIREC. DER;1;F208;4;6;6;-100;76;MAN;CITY VERSUS;235;Urbano;Normal
TIRANTES DEL 1º EJE;1;F163;15;3;74;1096;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUELLE  2º EJE DERECHO TRASERO;1;F204;5;6;6;633;76;MAN;MAGNUS;235;Urbano;Normal
FUELLE  2º EJE IZQUIERDO DELANTERO;1;F204;5;6;6;392;76;MAN;MAGNUS;235;Urbano;Normal
MOTOR;1;20108;3;-100;-100;-100;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO B;SVB
LIMPIAR RADIADOR;1;F214;3;18;25;242;90;CUMMINS;KENT C;220;Urbano;Normal
LIMPIAR RADIADOR;1;F181;12;18;18;188;51;MAN;CITTOUR II;228;Urbano;Normal
LIMPIAR RADIADOR;1;F195;8;3;3;-100;90;CUMMINS;PROCITY;228;Urbano;Normal
LIMPIAR RADIADOR;1;F164;15;6;20;20;100;SCANIA;CS40 CITY II;191;Urbano;Normal
LIMPIAR RADIADOR;1;F179;13;5;6;20;85;SCANIA;CITY MAGNUS II;199;Urbano;Normal
CORREAS;1;F178;13;5;5;6;85;SCANIA;CITY MAGNUS II;199;Urbano;Normal
FALLO EN EDC/EMS;1;F202;5;26;26;-100;76;MAN;MAGNUS;235;Urbano;Normal
BARRA ESTABILIZADORA;1;F160;15;5;5;380;100;SCANIA;CS40 CITY II;191;Urbano;Normal
PLATAFORMA ELEVADORA;1;F163;15;3;5;20;100;SCANIA;CS40 CITY II;191;Urbano;Normal
PLATAFORMA ELEVADORA;1;F177;13;6;39;39;84;SCANIA;CITTOUR;199;Urbano;Normal
PLATAFORMA ELEVADORA;1;67HC;12;18;200;230;55;MAN;CELERIS;257;Discrecional;Normal
Reparar pinchazo;1;E673;3;3;72;320;5;FORD;MONDEO;;TURISMO;
Cambio filtro gasoil;2;20052;0;-100;-100;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Carga de gas;3;B127;16;3;3;4033;32;VOLVO;HABIT;250;Urbano;Normal
Manguito/s admision;1;R077;10;7;7;7;;VOLVO;XC 70;;TURISMO;
Plataforma elevadora;2;J289;14;6;6;12;22;MERCEDES BENZ;GÓNGORA;175;Discrecional;Midibus
Ruido al girar;2;ER664;4;17;17;1336;5;VOLVO;S 90;;TURISMO;
Rotulas direccion;2;ER664;4;17;17;1336;5;VOLVO;S 90;;TURISMO;
Fallo en AVS;2;H082;17;8;8;461;54;MAN;TOURING STAR;338;Discrecional;Normal
Compresor a.a;2;H081;17;4;4;1194;54;MAN;Pb;338;Discrecional;Normal
Temperatura motor;2;A109;13;7;7;14;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Probar vehiculo;2;A109;13;7;7;869;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Alternador;2;J266;17;15;15;676;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Alternador auxiliar;2;J266;17;15;15;31;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Actuador freno;2;T252;14;1;1;3389;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Cambiar turbina/motor condensadora;2;B186;5;12;12;22;20;MERCEDES BENZ;SPRINT 616;;MICROBUS 14-35 PAX;Micro 19 pax
Tirantes/silembrocs 2º eje;3;B158;14;2;13;1458;53;MAN;LION'S COACH;324;Discrecional;Normal
Reparar pinchazo;1;B132;14;7;7;77;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Reparar pinchazo;1;ER643;5;15;15;15;5;FORD;MONDEO BA7;;TURISMO;
Anomalía detectada por el conductor;1;D357;2;6;6;581;39;CUMMINS;C10;233;Discrecional;Midibus
Frenos 1º eje;2;J364;13;13;13;4841;61;MAN;LION'S COACH;324;Discrecional;Normal
Frenos 2º eje;2;J364;13;13;13;237;61;MAN;LION'S COACH;324;Discrecional;Normal
Entrada de agua;2;T286;12;6;6;914;53;MERCEDES BENZ;TOURISMO RHD;300;Discrecional;Normal
Fallo en EDC;2;T323;5;5;5;71;49;MAN;i6 15.37;324;Discrecional;Normal
Parasol;2;T353;19;9;9;6768;50;MERCEDES BENZ;DCR;310;Discrecional;Normal
Frenos 2º eje;2;D314;6;9;9;246;19;MERCEDES BENZ;SPICA;140;Discrecional;Microbus
Alineado de direccion;1;C098;14;69;69;588;55;IVECO;TOURING III;316;Discrecional;Normal
Plataforma elevadora;2;H101;11;7;7;23;24;MAN;CELERIS;257;Discrecional;Normal
Fuelle 1º eje derecho;2;H101;11;7;7;2219;24;MAN;CELERIS;257;Discrecional;Normal
Manguito/s motor;2;H087;15;7;7;245;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Alternador;3;T545;11;75;75;3869;;FORD;KA;;TURISMO;
Timoneria cambio;2;A109;13;1;1;14;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Baterias;2;S012;23;30;30;2129;5;MERCEDES BENZ;220 SE;;TURISMO;BERLINA
Reparar pinchazo;1;ACV0220;14;426;426;261;55;VOLVO;DIVO II;309;Discrecional;Normal
Filtro de Partículas;2;THP0273;4;39;39;-100;55;SCANIA;i6 13.37;331;Discrecional;Normal
Filtro de Partículas;2;THP0273;4;39;39;-100;55;SCANIA;i6 13.37;331;Discrecional;Normal
Caja cambios;1;THP0199;17;6;6;-100;55;IVECO;Pb;317;Discrecional;Normal
EXTERIOR VEHICULO;1;JAG0011;16;14;14;-100;55;VOLVO;Pb;309;Discrecional;Normal
Cambiar centralita;1;THP0196;17;11;11;-100;55;IVECO;TOURING;259;Discrecional;Normal
Bomba precalentador;1;THP0229;13;2;2;-100;55;VOLVO;CENTURY;286;Discrecional;Normal
Cambiar valvula 4 vias;1;THP0229;13;2;2;-100;55;VOLVO;CENTURY;286;Discrecional;Normal
Fuelle 2Âº eje derecho delantero;1;THP0209;15;13;13;-100;55;IVECO;DIVO;316;Discrecional;Normal
Transmision;1;THP0227;13;5;5;-100;55;VOLVO;CENTURY;286;Discrecional;Normal
HIGIENIZACION;21;20138;3;838;838;-100;6;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO B;SVB
MOTOR;21;20138;3;838;80;-100;6;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO B;SVB
PASTILLAS DELANTERAS;1;20087;4;862;862;862;6;MERCEDES BENZ;SPRINTER;;AMBULANCIA TIPO C;SAMU
EQUILIBRADO;1;20053;8;98;861;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PINCHAZO;1;20128;8;906;116;-100;6;FORD;TRANSIT;;AMBULANCIA TIPO B;SVB
TURBO;1;20093;3;940;183;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;20112;3;953;953;806;6;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS DELANTERAS;1;20068;7;892;83;798;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
NEUMATICOS;2;20094;3;910;97;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
EQUILIBRADO;1;30181;8;855;855;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
SISTEMA REFRIGERACION;9;20145;4;94;94;-100;6;FORD;WERKE GMBH;;AMBULANCIA TIPO B;SVB
NEUMATICOS;1;20131;3;718;196;-100;9;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO A;TNA A2
SUSTITUCION DE CORREA DISTRIBUCION;6;20112;3;891;891;-100;6;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
FILTRO;4;20081;3;652;652;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
ALTERNADOR;1;20145;4;86;25;-100;6;FORD;WERKE GMBH;;AMBULANCIA TIPO B;SVB
HIGIENIZACION;15;30251;3;856;856;-100;8;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
CAJA CAMBIOS;15;30251;3;856;196;-100;8;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
EMBRAGUE;15;30251;3;856;196;-100;8;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
VOLANTE DE MOTOR;15;30251;3;856;196;-100;8;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Rueda cervi izquierda usada;1;B171;4;64;64;1304;96;MAN;LION'S REGIO L;235;Interurbano;Normal
Tirantes/silembrocs 1º eje izquierdo;2;H099;12;1;1;4188;52;MAN;CITTOUR;228;Urbano;Normal
Turbo;10;I710;8;17;17;17;59;SCANIA;TOURING;294;Discrecional;Normal
Pinza freno;3;B158;14;2;13;5096;53;MAN;LION'S COACH;324;Discrecional;Normal
Actuador freno;3;B158;14;2;13;911;53;MAN;LION'S COACH;324;Discrecional;Normal
Cambiar/limpiar filtros;2;B135;15;2;2;253;55;MAN;DIVO II;338;Discrecional;Normal
Amortiguador 1º eje derecho;2;H101;11;7;7;3170;24;MAN;CELERIS;257;Discrecional;Normal
Molduras;2;H133;20;10;10;7330;103;SCANIA;CS40 CITY II;168;Urbano;Normal
Cambiar/limpiar filtros;2;B156;7;3;7;100;71;MAN;i6 15.37;353;Discrecional;Normal
Frenos 2º eje;2;B158;14;2;2;142;53;MAN;LION'S COACH;324;Discrecional;Normal
Rotular vehiculo completo;2;U292;10;5;10;3114;80;MAN;LION'S CITY DD;199;Urbano;Doble Piso
Reparar pinchazo;1;A109;13;1;1;4567;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Condesadora a.a;1;JAG0016;13;1;16;-100;55;IVECO;CENTURY;279;Discrecional;Normal
Cartel escolar;1;JAG0016;13;1;1;-100;55;IVECO;CENTURY;279;Discrecional;Normal
Carga de gas;1;JAG0016;13;1;1;-100;55;IVECO;CENTURY;279;Discrecional;Normal
Radiador;1;THP0227;13;1;1;6;55;VOLVO;CENTURY;286;Discrecional;Normal
Intercooler;1;THP0227;13;1;1;-100;55;VOLVO;CENTURY;286;Discrecional;Normal
Radiador;15;T251;14;11;11;484;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Intercooler;15;T251;14;11;11;3124;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Correas;3;T545;11;75;75;3869;;FORD;KA;;TURISMO;
Compresor a.a;2;B156;7;3;7;2555;71;MAN;i6 15.37;353;Discrecional;Normal
Correas;4;X111;16;3;3;32;51;MAN;PLATINUM;265;Discrecional;Normal
Arranque;4;T251;14;15;15;5217;58;IVECO;EURORI.C-35 A;;NORMAL;57 Plazas
Kit embrague;4;30185;0;-100;-100;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Cartel escolar;4;H094;13;5;5;162;59;MAN;i4;228;Discrecional;Normal
Porton/es maletero;4;H094;13;5;5;507;59;MAN;i4;228;Discrecional;Normal
Correas;4;T298;13;3;3;185;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Compresor a.a;1;ACV0103;15;19;19;-100;55;MERCEDES BENZ;Pb;310;;Normal
Tensores correas;1;ACV0103;15;19;19;414;55;MERCEDES BENZ;Pb;310;;Normal
Cambiar rodamientos polea A/A;1;ACV0103;15;19;19;-100;55;MERCEDES BENZ;Pb;310;;Normal
Carga de gas;1;ACV0103;15;19;19;-100;55;MERCEDES BENZ;Pb;310;;Normal
Compresor a.a;3;ACV0101;17;6;6;-100;55;MERCEDES BENZ;Pb;310;Discrecional;Normal
Cambiar rodamientos polea A/A;3;ACV0101;17;6;6;-100;55;MERCEDES BENZ;Pb;310;Discrecional;Normal
Carga de gas;3;ACV0101;17;6;6;144;55;MERCEDES BENZ;Pb;310;Discrecional;Normal
Reparar pinchazo;1;JAGV107;2;9;9;9;5;FORD;MONDEO;103;Turismo;VTC
SISTEMA REFRIGERACION;7;20130;3;904;904;-100;9;FORD;FORD TRANS V363 (L3 H2);;AMBULANCIA TIPO A;TNA A2
SENSOR DE TEMPERATURA;2;20117;3;924;183;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
DEPOSITO ANTICONGELANTE;1;20095;3;721;721;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;30219;3;944;944;442;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
DISCOS DELANTEROS;1;30219;3;944;944;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;30221;3;1171;239;667;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
FUELLE TRANSMISION;1;30219;3;944;66;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
SUSTITUCION DE CORREA DISTRIBUCION;5;20118;3;852;852;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Rueda delantera derecha usada;32;71HC;14;125;125;5089;53;MAN;LION'S COACH;324;Discrecional;Normal
Reparar pinchazo;32;71HC;14;125;1650;5089;53;MAN;LION'S COACH;324;Discrecional;Normal
Alineado de direccion;1;C102;5;19;19;781;55;SCANIA;i6 13.37;331;Discrecional;Normal
Volante motor;4;30185;0;-100;-100;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
Manguito/s motor;2;C106;19;21;21;732;54;MERCEDES BENZ;DCR;310;Discrecional;Normal
Fuga aceite motor;2;E651;4;7;7;672;5;FORD;MONDEO BA7;;TURISMO;
Fuga refrigerante;2;E661;3;14;14;285;5;FORD;MONDEO;;TURISMO;
Fallo en EDC;2;C095;17;10;10;754;59;MAN;TOURING II;335;Discrecional;Normal
Palanca freno 1º eje derecha;2;H088;15;4;4;192;100;SCANIA;CS40 CITY II;191;Urbano;Normal
Limpiaparabrisas;2;H107;11;12;12;2264;8;MERCEDES BENZ;CORVIS;120;Discrecional;Microbus
Fallo en EDC;3;H131;2;13;13;13;13;FORD;TRANSIT;114;Discrecional;Microbus
Plataforma elevadora;2;B132;14;6;13;13;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Fuga de aire;2;B133;14;13;13;45;41;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Plataforma elevadora;2;H087;15;5;5;21;29;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Frenos 2º eje;2;E641;5;6;13;369;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Discos traseros;2;E641;5;6;13;836;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Fuga gasoil;2;H099;12;5;5;2868;52;MAN;CITTOUR;228;Urbano;Normal
Plataforma elevadora;2;C087;15;27;27;27;49;MERCEDES BENZ;DIVO I INTERCITY;220;Discrecional;Normal
Instalaciones electricas;2;B187;12;4193;4193;4193;45;MAN;18.314 HOCL;;URBANO;
Rueda trasera izquierda exterior nueva;1;E660;3;32;32;1189;5;FORD;MONDEO;;TURISMO;
Frenos 1º eje;2;E642;5;6;6;94;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Frenos 2º eje;2;E642;5;6;6;94;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Discos delanteros;2;E642;5;6;6;517;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Discos traseros;2;E642;5;6;6;517;5;MERCEDES BENZ;E 220 BLUETEC;;TURISMO;Turismo Mercedes E
Temperatura motor;3;T297;13;8;8;124;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Timoneria cambio;2;ER643;5;6;21;1887;5;FORD;MONDEO BA7;;TURISMO;
Fallo adblue;2;X118;5;14;14;273;39;CUMMINS;C10;226;Discrecional;Midibus
Fallo en EDC;2;30260;0;-100;-100;-100;7;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A1
Molduras;2;T241;16;4;4;5747;60;SCANIA;K124IB4X2;;NORMAL;59 Plazas
Fallo en ABS/EBS;2;T301;8;21;21;203;55;VOLVO;SC7;315;Discrecional;Normal
Plataforma elevadora;2;T252;14;6;6;12;27;IVECO;DIVO II INTERCITY;259;Discrecional;Normal
Reparar pinchazo;1;E672;3;20;20;1047;5;FORD;MONDEO 1.8 TD;;TURISMO;MONDEO
Reparar pinchazo;1;E672;3;20;20;1047;5;FORD;MONDEO BA7;;TURISMO;
Reparar pinchazo;1;J364;13;6;19;4847;61;MAN;LION'S COACH;324;Discrecional;Normal
Regeneracion filtro particulas;2;30260;0;-100;-100;-100;7;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A1
Tacografo;1;THP0240;11;15;15;729;55;VOLVO;CENTURY;280;Discrecional;Normal
Borrar fallos con el ordenador;1;THP0265;6;13;13;114;71;VOLVO;i6 15.37;345;Discrecional;Normal
Condesadora a.a;1;THP0265;6;13;13;-100;71;VOLVO;i6 15.37;345;Discrecional;Normal
Tensores correas;1;THP0259;7;2;2;1519;55;VOLVO;i6 13.35;338;Discrecional;Normal
Correas;1;THP0259;7;2;2;634;55;VOLVO;i6 13.35;338;Discrecional;Normal
Porton motor;1;THP0211;15;120;120;497;30;IVECO;MAGO 2;154;Discrecional;Midibus
Alternador;1;THP0216;14;10;10;147;55;IVECO;DIVO;259;Discrecional;Normal
Correas;1;THP0216;14;10;10;1717;55;IVECO;DIVO;259;Discrecional;Normal
Intermitencias;1;THP0216;14;2;2;-100;55;IVECO;DIVO;259;Discrecional;Normal
Tensores correas;1;THP0203;16;35;35;783;55;IVECO;DIVO INTERCITY;260;Discrecional;Normal
FRENOS 2º EJE;1;82HC;17;10;46;-100;54;SCANIA;Pb;309;Discrecional;Normal
BATERIAS;1;F162;15;12;32;255;100;SCANIA;CS40 CITY II;191;Urbano;Normal
BATERIAS;1;F155;15;25;25;846;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUGA DE AIRE;1;78HC;15;13;61;479;59;MAN;SIDERAL 2000;338;Discrecional;Normal
FUGA DE AIRE;1;78HC;15;13;61;479;59;MAN;SIDERAL 2000;338;Discrecional;Normal
FUGA DE LIQUIDO REFRIGERANTE;1;F195;8;7;7;13;90;CUMMINS;PROCITY;228;Urbano;Normal
FUGA DE ACEITE SERVO DIRECCION;1;78HC;15;13;61;-100;59;MAN;SIDERAL 2000;338;Discrecional;Normal
TIRANTES DEL 2º EJE;1;F155;15;25;25;26;100;SCANIA;CS40 CITY II;191;Urbano;Normal
TIRANTES DEL 2º EJE;1;F181;12;5;7;640;51;MAN;CITTOUR II;228;Urbano;Normal
TIRANTES DEL 2º EJE;1;78HC;15;13;61;68;59;MAN;SIDERAL 2000;338;Discrecional;Normal
FUELLES 1º EJE;1;F162;15;12;12;458;100;SCANIA;CS40 CITY II;191;Urbano;Normal
VENTILADOR;1;UT16;5;32;32;-100;60;CUMMINS;B10;204;Urbano;Midibus
LIMPIAR RADIADOR;1;F180;12;17;55;195;64;MAN;CITTOUR II;228;Urbano;Normal
LIMPIAR RADIADOR;1;F193;19;13;13;255;91;SCANIA;HABIT;168;Urbano;Normal
CORREAS;1;73HC;13;46;108;-100;35;MERCEDES BENZ;OPALIN;176;Discrecional;Midibus
CORREAS;1;F180;12;17;55;98;64;MAN;CITTOUR II;228;Urbano;Normal
CORREAS;1;F154;15;13;13;46;100;SCANIA;CS40 CITY II;191;Urbano;Normal
COMPRESOR DEL MOTOR;1;F220;14;12;12;-100;87;SCANIA;HABIT;199;Urbano;Normal
VALVULA DISPARO SECADOR;1;F124;17;7;7;1067;100;SCANIA;CS40 CITY II;191;Urbano;Normal
AVERIA EN CARRETERA;1;F220;14;12;12;-100;87;SCANIA;HABIT;199;Urbano;Normal
PLATAFORMA ELEVADORA;1;F203;5;10;10;10;76;MAN;MAGNUS;235;Urbano;Normal
PLATAFORMA ELEVADORA;1;F185;10;31;222;1165;82;DAF;INTEA;231;Urbano;Normal
PLATAFORMA ELEVADORA;1;F186;10;25;108;146;91;DAF;INTEA;231;Urbano;Normal
PLATAFORMA ELEVADORA;1;F205;5;12;81;497;76;MAN;MAGNUS;235;Urbano;Normal
PLATAFORMA ELEVADORA;1;F176;14;25;26;126;82;MAN;CITY MAGNUS II;228;Urbano;Normal
PARAGOLPES TRASERO;1;F177;13;7;7;-100;84;SCANIA;CITTOUR;199;Urbano;Normal
BARRA ESTABILIZADORA;1;F181;12;1;1;1182;51;MAN;CITTOUR II;228;Urbano;Normal
Manguito/s motor;2;E661;3;14;14;1189;5;FORD;MONDEO;;TURISMO;
Cambio filtro gasoil;2;C095;17;10;10;980;59;MAN;TOURING II;335;Discrecional;Normal
Carga de gas;2;T298;13;3;3;490;43;IVECO;MIDI STAR;220;Discrecional;Midibus
Tacografo;2;T301;8;21;21;54;55;VOLVO;SC7;315;Discrecional;Normal
Limpiaparabrisas;2;R082;3;32;32;85;;MERCEDES BENZ;SPRINTER;;AMBULANCIA;
Fuga de aire;2;B119;18;6;6;182;54;SCANIA;Pb;309;Discrecional;Normal
Correas;2;H122;5;21;81;1818;71;SCANIA;i6 15.37;360;Discrecional;Normal
Baterias;2;B187;12;1;1;4194;45;MAN;18.314 HOCL;;URBANO;
Plataforma elevadora;2;H101;11;6;6;6;24;MAN;CELERIS;257;Discrecional;Normal
Fuelle 1º eje derecho;2;H121;5;26;36;1846;55;SCANIA;i6 13.37;331;Discrecional;Normal
Fallo en retarde/intarde;2;H121;5;26;36;1846;55;SCANIA;i6 13.37;331;Discrecional;Normal
Timoneria cambio;2;A109;13;5;6;6;36;TEMSA;OPALIN 8.4;;MICROBUS;Micro 35 Plazas
Fallo en ABS/EBS;2;J356;2;17;28;592;39;CUMMINS;C10;233;Discrecional;Midibus
Claxon;2;J266;17;7;7;6292;55;SCANIA;ATLANTIS;280;Discrecional;Normal
Culatas motor;1;THP0246;10;8;8;-100;55;VOLVO;i6;280;Discrecional;Normal
Arranque;1;THP0246;10;8;8;146;55;VOLVO;i6;280;Discrecional;Normal
Baterias;1;ALS0270;5;727;727;-100;59;MAN;i6 13.37;324;Discrecional;Normal
Cambiar valvula retarder;1;THP0257;8;18;18;-100;41;IVECO;ARWAY;243;Interurbano;Midibus
Tubo escape;1;THP0257;8;18;18;-100;41;IVECO;ARWAY;243;Interurbano;Midibus
Reparar sistema Adblue;1;THP0257;8;18;18;-100;41;IVECO;ARWAY;243;Interurbano;Midibus
Cambiar sensor nivel aceite;1;THP0228;13;14;14;42;55;VOLVO;CENTURY;286;Discrecional;Normal
Correa distribucion;1;ALS0202;17;252;252;-100;22;IVECO;TATTOO;107;;Microbus
Reten trasero motor;1;ALS0202;17;252;252;780;22;IVECO;TATTOO;107;;Microbus
Reten delantero del motor;1;ALS0202;17;252;252;-100;22;IVECO;TATTOO;107;;Microbus
Casquillos de biela;1;ALS0202;17;252;252;-100;22;IVECO;TATTOO;107;;Microbus
Casquillos de bancada;1;ALS0202;17;15;51;-100;22;IVECO;TATTOO;107;;Microbus
Bomba agua;1;ALS0202;17;15;51;-100;22;IVECO;TATTOO;107;;Microbus
Manguito/s motor;1;ALS0202;17;15;51;-100;22;IVECO;TATTOO;107;;Microbus
Tensores correas;1;ALS0202;17;15;51;-100;22;IVECO;TATTOO;107;;Microbus
Temperatura motor;1;ALS0202;17;15;51;-100;22;IVECO;TATTOO;107;;Microbus
Cambiar turbina;5;ALS0255;15;2;2;-100;55;MAN;AURA;301;Discrecional;Normal
Porton motor;1;JAG0013;14;468;468;-100;55;IVECO;Pb;279;Discrecional;Normal
Fuga refrigerante;1;THP0265;6;7;7;-100;71;VOLVO;i6 15.37;345;Discrecional;Normal
ALINEACION EJE DEL.;24;20095;3;647;647;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
FILTRO;24;20095;3;647;647;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
CAJA CAMBIOS;24;20095;3;647;106;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
HIGIENIZACION;7;20052;8;976;976;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
BOMBA PRESION GASOIL;7;20052;8;976;198;-100;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
PASTILLAS TRASERAS;1;30185;8;936;936;846;9;FORD;TRANSIT;;AMBULANCIA TIPO A;TNA A2
FRENOS 2º EJE;1;F162;15;1;1;32;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUGA DE AIRE;1;F159;15;13;13;544;100;SCANIA;CS40 CITY II;191;Urbano;Normal
FUGA DE AIRE;1;F214;3;1;8;831;90;CUMMINS;KENT C;220;Urbano;Normal
